iata,lat,lon,country,icao,tz,city,subd,size
FOO,-0.93633,134.87199,ID,WABF,Asia/Jayapura,Kornasoren-Numfoor Island,Papua,small
ZRM,-1.86955,138.75,ID,WAJI,Asia/Jayapura,Sarmi-Papua Island,Papua,small
LHI,-3.1279,139.94299,ID,WAJL,Asia/Jayapura,Lereh-Papua Island,Papua,small
GTO,0.63712,122.85,ID,WAMG,Asia/Makassar,Gorontalo-Celebes Island,Gorontalo,small
BDJ,-3.44236,114.763,ID,WAOO,Asia/Makassar,Banjarmasin-Borneo Island,South Kalimantan,small
SRG,-6.97273,110.375,ID,WARS,Asia/Jakarta,Semarang-Java Island,Central Java,small
MKW,-0.89183,134.049,ID,WASR,Asia/Jayapura,Manokwari-Papua Island,West Papua,small
KXB,-4.345,121.52217,ID,WAWP,Asia/Makassar,Kolaka,Southeast Sulawesi,small
SQR,-2.5312,121.358,ID,WAWS,Asia/Makassar,Soroako-Celebes Island,South Sulawesi,small
BSE,1.81361,109.763,MY,WBGN,Asia/Kuching,Sematan,Sarawak,small
GSA,4.4,115.717,MY,WBKN,Asia/Kuching,Long Miau,Sabah,small
SDK,5.9009,118.059,MY,WBKS,Asia/Kuching,Sandakan,Sabah,small
CXP,-7.64506,109.034,ID,WIHL,Asia/Jakarta,Cilacap-Java Island,,small
PSU,0.83558,112.937,ID,WIOP,Asia/Jakarta,Putussibau-Borneo Island,West Kalimantan,small
MEQ,4.25,96.217,ID,WITC,Asia/Jakarta,Peureumeue-Sumatra Island,Aceh,small
KUL,2.74558,101.71,MY,WMKK,Asia/Kuala_Lumpur,Kuala Lumpur,,large
ABG,-17.6167,143.16701,AU,YABI,Australia/Brisbane,,Queensland,small
AXC,-22.9667,145.242,AU,YAMC,Australia/Brisbane,,Queensland,small
TNI,24.5623,80.8549,IN,VIST,Asia/Kolkata,,Madhya Pradesh,small
ODY,20.6827,101.994,LA,VLOS,Asia/Vientiane,Oudomsay,Oudomxai,small
BHP,27.1474,87.0508,NP,VNBJ,Asia/Kathmandu,Bhojpur,Eastern Region,small
BWA,27.5057,83.4163,NP,VNBW,Asia/Kathmandu,Bhairawa,Western Region,small
VDY,15.17497,76.63495,IN,VOJV,Asia/Kolkata,,Karnataka,small
RJA,17.1104,81.8182,IN,VORY,Asia/Kolkata,Rajahmundry,Andhra Pradesh,small
KDO,1.85833,73.51972,MV,VRMK,Indian/Maldives,Kadhdhoo,Laamu,small
DDD,2.66612,72.8863,MV,VRMU,Indian/Maldives,Dhaalu Atoll,Gaaf Dhaalu,small
CNX,18.7668,98.9626,TH,VTCC,Asia/Bangkok,Chiang Mai,Chiang-Mai,small
NNT,18.8079,100.783,TH,VTCN,Asia/Bangkok,,Nan,small
PAN,6.78546,101.154,TH,VTSK,Asia/Bangkok,,Pattani,small
HAN,21.2212,105.807,VN,VVNB,Asia/Ho_Chi_Minh,Hanoi,Ha-Nội,large
PHA,11.6335,108.952,VN,VVPR,Asia/Ho_Chi_Minh,Phan Rang,Tuyen-Quang,small
TVY,14.1039,98.2036,MM,VYDW,Asia/Yangon,Dawei,Tanintharyi,small
AKY,20.1327,92.8726,MM,VYSW,Asia/Yangon,Sittwe,Rakhine,small
RGN,16.9073,96.1332,MM,VYYY,Asia/Yangon,Yangon,Yangon,large
EWI,-3.9259,136.377,ID,WABT,Asia/Jayapura,Enarotali-Papua Island,Papua,small
WGP,-9.66922,120.302,ID,WADW,Asia/Makassar,Waingapu-Sumba Island,East Nusa Tenggara,small
WMX,-4.10251,138.957,ID,WAJW,Asia/Jayapura,Wamena-Papua Island,Papua,small
BEJ,2.1555,117.432,ID,WALK,Asia/Makassar,Tanjung Redep-Borneo Island,East Kalimantan,small
LUW,-1.03892,122.772,ID,WAMW,Asia/Makassar,Luwok-Celebes Island,Central Sulawesi,small
PKN,-2.7052,111.673,ID,WAOI,Asia/Jakarta,Pangkalanbun-Borneo Island,Central Kalimantan,small
NRE,-3.82081,126.718,ID,WAPG,Asia/Jayapura,Namrole-Buru Island,Maluku,small
LAH,-0.63526,127.502,ID,WAPH,Asia/Jayapura,Labuha-Halmahera Island,North Maluku,small
TXM,-1.44472,132.021,ID,WAST,Asia/Jayapura,Atinjoe-Papua Island,Papua,small
WSR,-2.73359,134.51801,ID,WASW,Asia/Jayapura,Wasior-Papua Island,,small
MYY,4.32201,113.987,MY,WBGR,Asia/Kuching,Miri,Sarawak,small
SMM,4.45,118.583,MY,WBKA,Asia/Kuching,Semporna,Sabah,small
KNO,3.55806,98.6717,ID,WIMM,Asia/Jakarta,Medan-Sumatra Island,,small
PDO,-3.28607,103.88,ID,WIPQ,Asia/Jakarta,Talang Gudang-Sumatra Island,South Sumatra,small
SBG,5.87413,95.3397,ID,WITN,Asia/Jakarta,Sabang-We Island,Aceh,small
BTJ,5.52352,95.4204,ID,WITT,Asia/Jakarta,Banda Aceh-Sumatra Island,Aceh,small
BWH,5.46592,100.391,MY,WMKB,Asia/Kuala_Lumpur,Butterworth,,small
PKG,4.24472,100.553,MY,WMPA,Asia/Kuala_Lumpur,Pangkor Island,,small
LKA,-8.34666,122.981,ID,WRKL,Asia/Makassar,Larantuka-Flores Island,East Nusa Tenggara,small
NNX,4.13653,117.667,ID,WRLF,Asia/Makassar,Nunukan-Nunukan Island,East Kalimantan,small
SKL,57.2534,-5.8279,GB,XBRO,Europe/London,Broadford,Scotland,small
GWL,26.2933,78.2278,IN,VIGR,Asia/Kolkata,Gwalior,Madhya Pradesh,small
ADO,-30.4383,137.13699,AU,YAMK,Australia/Adelaide,,South Australia,small
DOP,28.9857,82.8191,NP,VNDP,Asia/Kathmandu,Dolpa,Mid-Western,small
LDN,27.2531,86.67,NP,VNLD,Asia/Kathmandu,Lamidanda,Eastern Region,small
LTG,28.2,85.583,NP,VNLT,Asia/Kathmandu,Langtang,Central Region,small
TPU,28.517,81.15,NP,VNTP,Asia/Kathmandu,Tikapur,Far-Western,small
TMI,27.315,87.1933,NP,VNTR,Asia/Kathmandu,Tumling Tar,Eastern Region,small
BEP,15.1628,76.8828,IN,VOBI,Asia/Kolkata,Bellary,Karnataka,small
CBD,9.15251,92.8196,IN,VOCX,Asia/Kolkata,,Andaman and Nicobar Islands,small
GAN,-0.69333,73.15556,MV,VRMG,Indian/Maldives,Gan,Seenu,small
UTP,12.6799,101.005,TH,VTBU,Asia/Bangkok,Rayong,Rayong,small
NST,8.53962,99.9447,TH,VTSF,Asia/Bangkok,Nakhon Si Thammarat,Nakhon-Si-Thammarat,small
PXR,14.8683,103.498,TH,VTUJ,Asia/Bangkok,,Surin,small
CXR,11.9982,109.219,VN,VVCR,Asia/Ho_Chi_Minh,Nha Trang,Khanh-Hoa,small
NYT,19.6235,96.201,MM,VYEL,Asia/Yangon,Pyinmana,Mandalay,small
TIO,21.7,94.1,MM,VYHN,Asia/Yangon,Tilin,Magway,small
KHM,25.9883,95.6744,MM,VYKI,Asia/Yangon,Kanti,Sagain,small
MGU,18.8458,93.6889,MM,VYMN,Asia/Yangon,Manaung,Rakhine,small
PAU,21.4492,94.4869,MM,VYPK,Asia/Yangon,Pauk,Magway,small
ZRI,-1.87558,136.241,ID,WABO,Asia/Jayapura,Serui-Japen Island,Papua,small
BMU,-8.53965,118.687,ID,WADB,Asia/Makassar,Bima-Sumbawa Island,West Nusa Tenggara,small
LOP,-8.75732,116.27667,ID,WADL,Asia/Makassar,Mataram,West Nusa Tenggara,small
KOE,-10.1716,123.671,ID,WATT,Asia/Makassar,Kupang-Timor Island,East Nusa Tenggara,small
PKU,0.46079,101.445,ID,WIBB,Asia/Jakarta,Pekanbaru-Sumatra Island,Riau,small
JHB,1.64131,103.67,MY,WMKJ,Asia/Kuala_Lumpur,Senai,Johor,medium
ALH,-34.9433,117.809,AU,YABA,Australia/Perth,Albany,Western Australia,small
AWN,-26.5333,139.267,AU,YADS,Australia/Adelaide,,South Australia,small
AYL,-18.01808,135.53507,AU,YANL,Australia/Darwin,,Northern Territory,small
ACF,-27.5703,153.008,AU,YBAF,Australia/Brisbane,Brisbane,Queensland,medium
ABM,-10.9508,142.459,AU,YBAM,Australia/Brisbane,,Queensland,small
AWP,-20.5,137.75,AU,YAUS,Australia/Darwin,,Northern Territory,small
AMX,-21.7383,135.242,AU,YAMM,Australia/Darwin,,Northern Territory,small
OOL,-28.1644,153.505,AU,YBCG,Australia/Brisbane,Gold Coast,Queensland,large
OCM,-22.54117,117.2695,AU,YBGD,Australia/Perth,,Western Australia,small
BUC,-17.7486,139.534,AU,YBKT,Australia/Brisbane,,Queensland,small
MEY,27.5774,84.22875,NP,VNMG,Asia/Kathmandu,Meghauli,Central Region,small
TPJ,27.3509,87.69525,NP,VNTJ,Asia/Kathmandu,Taplejung,Eastern Region,small
CDP,14.51,78.7728,IN,VOCP,Asia/Kolkata,,Andhra Pradesh,small
IXZ,11.6412,92.7297,IN,VOPB,Asia/Kolkata,Port Blair,Andaman and Nicobar Islands,medium
BKK,13.6811,100.747,TH,VTBS,Asia/Bangkok,Bangkok,Samut-Prakan,large
MAQ,16.6999,98.5451,TH,VTPM,Asia/Bangkok,,Tak,small
UTR,17.617,100.1,TH,VTPU,Asia/Bangkok,Uttaradit,Uttaradit,small
KBV,8.09912,98.9862,TH,VTSG,Asia/Bangkok,Krabi,Krabi,small
SNO,17.1951,104.119,TH,VTUI,Asia/Bangkok,,Sakon-Nakhon,small
ROI,16.1168,103.774,TH,VTUV,Asia/Bangkok,,Roi-Et,small
LSH,22.9779,97.7522,MM,VYLS,Asia/Yangon,Lashio,Shan,small
MYT,25.3836,97.3519,MM,VYMK,Asia/Yangon,Myitkyina,Kachin,small
PAA,16.8937,97.6746,MM,VYPA,Asia/Yangon,Hpa-N,Kayin,small
ARJ,-2.93333,140.78334,ID,WAJA,Asia/Jayapura,Arso-Papua Island,Papua,small
SMQ,-2.49919,112.975,ID,WAOS,Asia/Pontianak,Sampit-Borneo Island,Central Kalimantan,small
SXK,-7.98861,131.306,ID,WAPI,Asia/Jayapura,Saumlaki-Yamdena Island,Maluku,small
SUB,-7.37983,112.787,ID,WARR,Asia/Jakarta,Surabaya,East Java,large
NTI,-2.10416,133.522,ID,WASB,Asia/Jayapura,Bintuni-Papua Island,Papua,small
LBU,5.30068,115.25,MY,WBKL,Asia/Kuching,Labuan,Labuan,small
AKQ,-4.48944,105.217,ID,WIAG,Asia/Jakarta,Menggala-Sumatra Island,,small
TNJ,0.92268,104.532,ID,WIDN,Asia/Jakarta,Tanjung Pinang-Bintan Island,Riau-Islands,small
BKS,-3.8637,102.339,ID,WIPL,Asia/Jakarta,Bengkulu-Sumatra Island,,small
OEC,-9.19806,124.343,TL,WPOC,Asia/Dili,Oecussi-Ambeno,Oecusse,small
QPG,1.36042,103.91,SG,WSAP,Asia/Singapore,,,small
TGA,1.38726,103.709,SG,WSAT,Asia/Singapore,,,small
AVG,-15.7,130.0,AU,YAUV,Australia/Darwin,,Northern Territory,small
BHQ,-32.0014,141.472,AU,YBHI,Australia/Adelaide,Broken Hill,New South Wales,small
OUI,20.2573,100.437,LA,VLHS,Asia/Vientiane,,Bokeo,small
PKR,28.2009,83.9821,NP,VNPK,Asia/Kathmandu,Pokhara,Western Region,small
GOI,15.3808,73.8314,IN,VOGO,Asia/Kolkata,Dabolim,Goa,large
TCR,8.72233,78.02617,IN,VOTK,Asia/Kolkata,,Tamil Nadu,small
GKK,0.73333,73.43417,MV,VRMO,Indian/Maldives,Kooddoo,Gaaf Alif,small
VAM,3.47056,72.83444,MV,VRMV,Indian/Maldives,Maamigili,Alif Dhaalu,small
DMK,13.9126,100.607,TH,VTBD,Asia/Bangkok,Bangkok,Bangkok,large
PRH,18.1322,100.165,TH,VTCP,Asia/Bangkok,,Phrae,small
NAW,6.51992,101.743,TH,VTSC,Asia/Bangkok,,Narathiwat,small
VII,18.7376,105.671,VN,VVVH,Asia/Ho_Chi_Minh,Vinh,Nghệ-An,small
TIM,-4.52828,136.88699,ID,WABP,Asia/Jayapura,Timika-Papua Island,Papua,small
GEB,-0.07889,129.45799,ID,WAMJ,Asia/Jayapura,Gebe Island,Maluku,small
TTE,0.83141,127.381,ID,WAMT,Asia/Jayapura,Sango-Ternate Island,North Maluku,small
KBU,-3.29472,116.165,ID,WAOK,Asia/Makassar,Laut Island,South Kalimantan,small
FKQ,-2.92019,132.267,ID,WASF,Asia/Jayapura,Fakfak-Papua Island,,small
BXB,-2.53224,133.439,ID,WASO,Asia/Jayapura,Babo-Papua Island,West Papua,small
TEL,5.62861,117.126,MY,WBKE,Asia/Kuching,Telupid,Sabah,small
RNU,5.95,116.667,MY,WBKR,Asia/Kuching,Ranau,Sabah,small
TJB,1.05,103.383,ID,WIBT,Asia/Jakarta,Karinmunbesar Island,Riau-Islands,small
PPJ,-5.64444,106.5625,ID,WIIG,Asia/Jakarta,Tjipara-Java Island,Jakarta,small
AEG,1.4001,99.4305,ID,WIME,Asia/Jakarta,Padang Sidempuan-Sumatra Island,,small
MES,3.55917,98.67111,ID,WIMK,Asia/Jakarta,Medan,,small
TJQ,-2.74572,107.755,ID,WIOD,Asia/Jakarta,Tanjung Pandan-Belitung Island,Bangka–Belitung-Islands,small
MWK,3.34812,106.258,ID,WIOM,Asia/Jakarta,Matak Island,Riau,small
PLM,-2.89825,104.7,ID,WIPP,Asia/Jakarta,Palembang-Sumatra Island,South Sumatra,small
LGK,6.32973,99.7287,MY,WMKL,Asia/Kuala_Lumpur,Langkawi,Kedah,small
DTR,48.49983,-122.81378,US,WN07,America/Los_Angeles,Anacortes,Washington,small
SAU,-10.4833,121.9,ID,WRKS,Asia/Makassar,Sawu-Sawu Island,East Nusa Tenggara,small
LPU,1.70449,114.9703,ID,WRLP,Asia/Makassar,Long Apung-Borneo Island,East Kalimantan,small
AAB,-26.7,141.05,AU,YARY,Australia/Brisbane,,Queensland,small
CNS,-16.8858,145.755,AU,YBCS,Australia/Brisbane,Cairns,Queensland,large
BZP,-14.74028,144.11944,AU,YBIZ,Australia/Brisbane,Lakefield National Park,Queensland,small
ABH,-23.6461,146.584,AU,YAPH,Australia/Brisbane,,Queensland,small
AUD,-18.515,139.87801,AU,YAGD,Australia/Brisbane,,Queensland,small
AYQ,-25.1861,130.976,AU,YAYE,Australia/Darwin,Ayers Rock,Northern Territory,small
BDW,-17.2867,127.463,AU,YBDF,Australia/Perth,,Western Australia,small
AXL,-19.0602,136.71001,AU,YALX,Australia/Darwin,,Northern Territory,small
GYL,-16.6369,128.451,AU,YARG,Australia/Perth,,Western Australia,small
AYR,-19.5844,147.32899,AU,YAYR,Australia/Brisbane,,Queensland,small
BNE,-27.3842,153.117,AU,YBBN,Australia/Brisbane,Brisbane,Queensland,large
CTL,-26.4133,146.26199,AU,YBCV,Australia/Brisbane,Charleville,Queensland,small
BTX,-25.6417,140.783,AU,YBEO,Australia/Brisbane,,Queensland,small
LCN,-30.535,139.33701,AU,YBLC,Australia/Adelaide,,South Australia,small
BQB,-33.68842,115.4016,AU,YBLN,Australia/Perth,Busselton,Western Australia,small
BNK,-28.8339,153.562,AU,YBNA,Australia/Sydney,Ballina,New South Wales,small
PPP,-20.495,148.552,AU,YBPN,Australia/Brisbane,Proserpine,Queensland,small
BWQ,-29.9739,146.817,AU,YBRW,Australia/Sydney,,New South Wales,small
GIC,-9.23278,142.218,AU,YBOI,Australia/Brisbane,,Queensland,small
BHS,-33.4094,149.65199,AU,YBTH,Australia/Sydney,Bathurst,New South Wales,small
COJ,-31.3325,149.267,AU,YCBB,Australia/Sydney,,New South Wales,small
BQL,-22.9133,139.89999,AU,YBOU,Australia/Brisbane,,Queensland,small
BUY,-33.3783,115.677,AU,YBUN,Australia/Perth,,Western Australia,small
CVQ,-24.8806,113.672,AU,YCAR,Australia/Perth,,Western Australia,small
CAZ,-31.5383,145.79401,AU,YCBA,Australia/Sydney,,New South Wales,small
CRB,-29.5217,148.582,AU,YCBR,Australia/Sydney,,New South Wales,small
ISA,-20.6639,139.489,AU,YBMA,Australia/Brisbane,Mount Isa,Queensland,small
BME,-17.9447,122.232,AU,YBRM,Australia/Perth,Broome,Western Australia,small
BVZ,-16.7333,125.433,AU,YBYS,Australia/Perth,,Western Australia,small
CBI,-40.3917,148.017,AU,YCBN,Australia/Hobart,,Tasmania,small
BSJ,-37.8875,147.56799,AU,YBNS,Australia/Hobart,,Victoria,small
BMP,-20.8033,149.27,AU,YBPI,Australia/Brisbane,,Queensland,small
CSI,-28.8828,153.067,AU,YCAS,Australia/Sydney,,New South Wales,small
MCY,-26.6033,153.091,AU,YBMC,Australia/Brisbane,Maroochydore,Queensland,medium
BOX,-16.0753,136.302,AU,YBRL,Australia/Darwin,,Northern Territory,small
WTB,-27.55833,151.79333,AU,YBWW,Australia/Brisbane,Wellcamp,Queensland,small
CLH,-31.7733,149.61,AU,YCAH,Australia/Sydney,,New South Wales,small
CPD,-29.04,134.72099,AU,YCBP,Australia/Adelaide,,South Australia,small
MKY,-21.1717,149.17999,AU,YBMK,Australia/Brisbane,Mackay,Queensland,small
BTD,-18.64,135.938,AU,YBRU,Australia/Darwin,,Northern Territory,small
ZBO,-20.0183,148.215,AU,YBWN,Australia/Brisbane,,Queensland,small
CCL,-26.775,150.617,AU,YCCA,Australia/Brisbane,,Queensland,small
CNJ,-20.6686,140.504,AU,YCCY,Australia/Brisbane,Cloncurry,Queensland,small
BLS,-28.0583,147.483,AU,YBLL,Australia/Brisbane,,Queensland,small
BZD,-34.6236,143.578,AU,YBRN,Australia/Sydney,,New South Wales,small
BRT,-11.7692,130.62,AU,YBTI,Australia/Darwin,,Northern Territory,small
CNC,-10.05,143.07001,AU,YCCT,Australia/Brisbane,,Queensland,small
BDB,-24.9039,152.319,AU,YBUD,Australia/Brisbane,Bundaberg,Queensland,small
BIP,-16.8808,143.479,AU,YBWM,Australia/Brisbane,,Queensland,small
CGV,-32.265,125.493,AU,YCAG,Australia/Perth,,Western Australia,small
BYP,-22.6739,119.166,AU,YBRY,Australia/Perth,,Western Australia,small
WEI,-12.6786,141.925,AU,YBWP,Australia/Brisbane,Weipa,Queensland,small
BWB,-20.8644,115.406,AU,YBWX,Australia/Perth,,Western Australia,small
OKY,-27.4114,151.735,AU,YBOK,Australia/Brisbane,,Queensland,small
CBY,-19.4794,140.927,AU,YCBE,Australia/Brisbane,Canobie,Queensland,small
TSV,-19.2525,146.765,AU,YBTL,Australia/Brisbane,Townsville,Queensland,small
ROK,-23.3819,150.47501,AU,YBRK,Australia/Brisbane,Rockhampton,Queensland,small
BLT,-23.6031,148.80701,AU,YBTR,Australia/Brisbane,,Queensland,small
CFI,-17.0217,131.327,AU,YCFD,Australia/Darwin,,Northern Territory,small
DNB,-16.05,142.39999,AU,YDBR,Australia/Brisbane,,Queensland,small
ETD,-28.7408,138.589,AU,YEDA,Australia/Adelaide,Etadunna,South Australia,small
FLS,-40.0917,147.993,AU,YFLI,Australia/Melbourne,,Tasmania,small
GBW,-22.57867,120.03941,AU,YGIA,Australia/Perth,Ginbata,Western Australia,small
GLM,-22.8883,138.825,AU,YGLO,Australia/Brisbane,,Queensland,small
HXX,-34.5314,144.83,AU,YHAY,Australia/Sydney,,New South Wales,small
HVB,-25.3189,152.88,AU,YHBA,Australia/Brisbane,Hervey Bay,Queensland,small
HCQ,-18.2339,127.67,AU,YHLC,Australia/Perth,,Western Australia,small
HSM,-36.6697,142.173,AU,YHSM,Australia/Melbourne,,Victoria,small
NIF,-21.6717,121.587,AU,YCNF,Australia/Perth,,Western Australia,small
CJF,-22.96667,118.81333,AU,YCWA,Australia/Perth,,Western Australia,small
DFP,-16.053,143.01199,AU,YDDF,Australia/Brisbane,Drumduff,Queensland,small
DRD,-16.5583,141.808,AU,YDOR,Australia/Brisbane,,Queensland,small
FOS,-30.8381,128.11501,AU,YFRT,Australia/Perth,,Western Australia,small
GBL,-11.65,133.382,AU,YGBI,Australia/Darwin,,Northern Territory,small
GVP,-18.9833,145.117,AU,YGNV,Australia/Brisbane,,Queensland,small
GYP,-26.2828,152.702,AU,YGYM,Australia/Brisbane,,Queensland,small
HIP,-21.3333,138.283,AU,YHDY,Australia/Brisbane,,Queensland,small
HGD,-20.815,144.22501,AU,YHUG,Australia/Brisbane,,Queensland,small
DLK,-29.0133,138.481,AU,YDLK,Australia/Adelaide,Dulkaninna,South Australia,small
EIH,-18.5033,144.09399,AU,YEIN,Australia/Brisbane,Einasleigh,Queensland,small
EPR,-33.6844,121.823,AU,YESP,Australia/Perth,,Western Australia,small
KFE,0.0,119.42916,AU,YFDF,Australia/Perth,Cloudbreak Village,Central Sulawesi,small
GKL,-23.1833,150.942,AU,YGKL,Australia/Lindeman,,Queensland,small
GLG,-24.8083,139.60001,AU,YGLE,Australia/Brisbane,,Queensland,small
GTE,-13.975,136.46001,AU,YGTE,Australia/Darwin,Groote Eylandt,Northern Territory,small
IDK,-26.9667,133.325,AU,YIDK,Australia/Adelaide,,South Australia,small
OOM,-36.3006,148.974,AU,YCOM,Australia/Sydney,Cooma,New South Wales,small
CYG,-36.1828,147.888,AU,YCRG,Australia/Melbourne,,Victoria,small
DMD,-17.9403,138.82201,AU,YDMG,Australia/Brisbane,,Queensland,small
EUC,-31.7,128.883,AU,YECL,Australia/Eucla,,Western Australia,small
EMD,-23.5675,148.179,AU,YEML,Australia/Brisbane,Emerald,Queensland,small
EVD,-18.001,134.86301,AU,YEVA,Australia/Darwin,Eva Downs,Northern Territory,small
GBV,-16.4233,126.445,AU,YGIB,Australia/Perth,,Western Australia,small
GPN,-11.4025,130.422,AU,YGPT,Australia/Darwin,,Northern Territory,small
HUB,-16.48967,130.63028,AU,YHBR,Australia/Darwin,,Northern Territory,small
HOK,-18.3367,130.638,AU,YHOO,Australia/Darwin,,Northern Territory,small
CMQ,-22.7731,147.621,AU,YCMT,Australia/Brisbane,,Queensland,small
CUQ,-13.7608,143.114,AU,YCOE,Australia/Brisbane,,Queensland,small
CWW,-35.9947,146.35699,AU,YCOR,Australia/Sydney,,New South Wales,small
DRB,-17.37,123.661,AU,YDBY,Australia/Perth,,Western Australia,small
EXM,-22.0333,114.1,AU,YEXM,Australia/Perth,,Western Australia,small
GFF,-34.2508,146.067,AU,YGTH,Australia/Sydney,Griffith,New South Wales,small
GTT,-18.305,143.53,AU,YGTN,Australia/Brisbane,,Queensland,small
IFF,-18.9,141.217,AU,YIFY,Australia/Brisbane,,Queensland,small
CVC,-33.7097,136.505,AU,YCEE,Australia/Adelaide,,South Australia,small
CUD,-26.8,153.10001,AU,YCDR,Australia/Brisbane,,Queensland,medium
CCW,-33.6667,136.892,AU,YCWL,Australia/Adelaide,,South Australia,small
DDN,-16.9917,141.317,AU,YDLT,Australia/Brisbane,,Queensland,small
ELC,-12.0194,135.571,AU,YELD,Australia/Darwin,Elcho Island,Northern Territory,small
GGD,-18.625,139.233,AU,YGDS,Australia/Brisbane,,Queensland,small
GFN,-29.7594,153.03,AU,YGFN,Australia/Sydney,,New South Wales,small
GUL,-34.8103,149.726,AU,YGLB,Australia/Sydney,,New South Wales,small
GSC,-25.05,115.2,AU,YGSC,Australia/Perth,,Western Australia,small
DCN,-17.5814,123.828,AU,YCIN,Australia/Perth,,Western Australia,small
CTN,-15.4447,145.18401,AU,YCKN,Australia/Brisbane,,Queensland,small
CES,-32.7875,151.342,AU,YCNK,Australia/Sydney,,New South Wales,small
CIE,-33.3667,116.217,AU,YCOI,Australia/Perth,,Western Australia,small
CDA,-12.9033,132.532,AU,YCOO,Australia/Darwin,,Northern Territory,small
CMD,-34.6239,148.028,AU,YCTM,Australia/Sydney,,New South Wales,small
CWT,-33.8447,148.649,AU,YCWR,Australia/Sydney,,New South Wales,small
DKI,-17.9417,146.14,AU,YDKI,Australia/Brisbane,,Queensland,small
DOX,-29.3,114.933,AU,YDRA,Australia/Perth,,Western Australia,small
ENB,-29.8325,115.246,AU,YEEB,Australia/Perth,Eneabba,Western Australia,small
FIK,-25.5947,134.58299,AU,YFNE,Australia/Darwin,Finke,Northern Territory,small
FOT,-32.2042,152.479,AU,YFST,Australia/Sydney,,New South Wales,small
HWK,-31.85591,138.46808,AU,YHAW,Australia/Adelaide,Hawker,South Australia,small
HMG,-23.93,132.80499,AU,YHMB,Australia/Darwin,,Northern Territory,small
HTU,-35.7153,142.36,AU,YHPN,Australia/Melbourne,,Victoria,small
CDQ,-18.225,142.258,AU,YCRY,Australia/Brisbane,,Queensland,small
DBY,-27.1553,151.267,AU,YDAY,Australia/Brisbane,,Queensland,small
DGD,-27.83028,117.31639,AU,YDGA,Australia/Perth,,Western Australia,small
GDD,-18.6781,128.592,AU,YGDN,Australia/Perth,Gordon Downs,Western Australia,small
CWR,-27.7117,138.328,AU,YCWI,Australia/Adelaide,,South Australia,small
DLV,-12.55,130.685,AU,YDLV,Australia/Darwin,,Northern Territory,small
DRR,-25.685,140.228,AU,YDRI,Australia/Brisbane,,Queensland,small
ECH,-36.1572,144.76199,AU,YECH,Australia/Melbourne,,Victoria,small
FRB,-33.3636,147.935,AU,YFBS,Australia/Sydney,Forbes,New South Wales,small
GBP,-16.55,143.66701,AU,YGAM,Australia/Brisbane,,Queensland,small
GOO,-28.5214,150.32001,AU,YGDI,Australia/Brisbane,,Queensland,small
HLT,-37.6489,142.065,AU,YHML,Australia/Hobart,,Victoria,small
CMA,-28.03,145.62199,AU,YCMU,Australia/Brisbane,,Queensland,small
ODL,-26.7453,140.638,AU,YCOD,Australia/Adelaide,Cordillo Downs,South Australia,small
CXQ,-18.8833,125.917,AU,YCRK,Australia/Perth,,Western Australia,small
GEX,-38.225,144.33299,AU,YGLG,Australia/Hobart,,Victoria,small
HRY,-24.55,133.217,AU,YHBY,Australia/Darwin,,Northern Territory,small
HAT,-11.75,142.58299,AU,YHTL,Australia/Brisbane,,Queensland,small
IGH,-18.6606,146.15199,AU,YIGM,Australia/Brisbane,,Queensland,small
CXT,-20.0431,146.27299,AU,YCHT,Australia/Brisbane,,Queensland,small
CKI,-11.165,132.483,AU,YCKI,Australia/Darwin,,Northern Territory,small
CUG,-33.2783,148.763,AU,YCUA,Australia/Sydney,,New South Wales,small
DNQ,-35.5594,144.946,AU,YDLQ,Australia/Sydney,,New South Wales,small
FVL,-18.2833,128.41701,AU,YFLO,Australia/Perth,,Western Australia,small
GLI,-29.675,151.689,AU,YGLI,Australia/Sydney,,New South Wales,small
HIG,-16.4333,143.14999,AU,YHHY,Australia/Brisbane,,Queensland,small
HLL,-21.75,119.417,AU,YHIL,Australia/Perth,,Western Australia,small
MHU,-37.0475,147.334,AU,YHOT,Australia/Hobart,Mount Hotham,Victoria,small
CUY,-27.4467,117.918,AU,YCUE,Australia/Perth,,Western Australia,small
DRN,-28.5917,148.217,AU,YDBI,Australia/Brisbane,,Queensland,small
DYW,-16.2647,133.38338,AU,YDLW,Australia/Darwin,Daly Waters,Northern Territory,small
ERB,-26.2633,132.18201,AU,YERN,Australia/Adelaide,,South Australia,small
GAH,-25.6144,151.619,AU,YGAY,Australia/Brisbane,,Queensland,small
IFL,-17.5594,146.01199,AU,YIFL,Australia/Brisbane,,Queensland,small
CED,-32.1306,133.71001,AU,YCDU,Australia/Adelaide,,South Australia,small
CBX,-33.0644,147.209,AU,YCDO,Australia/Sydney,,New South Wales,small
NLF,-9.58333,143.767,AU,YDNI,Australia/Brisbane,Darnley Island,Queensland,small
DVP,-24.15,141.108,AU,YDPD,Australia/Brisbane,,Queensland,small
DHD,-27.075,141.89999,AU,YDRH,Australia/Brisbane,,Queensland,small
DKV,-24.86,129.07001,AU,YDVR,Australia/Darwin,,Northern Territory,small
FIZ,-18.1819,125.559,AU,YFTZ,Australia/Perth,,Western Australia,small
